Code,Grouping,Classification,Specialization,Definition,Notes,Display Name,Section
2083C0008X,Allopathic & Osteopathic Physicians,Preventive Medicine,Clinical Informatics,"Physicians who practice Clinical Informatics collaborate with other health care and information technology professionals to analyze, design, implement and evaluate information and communication systems that enhance individual and population health outcomes, improve patient care, and strengthen the clinician-patient relationship. Clinical Informaticians use their knowledge of patient care combined with their understanding of informatics concepts, methods, and tools to: assess information and knowledge needs of health care professionals and patients; characterize, evaluate, and refine clinical processes; develop, implement, and refine clinical decision support systems; and lead or participate in the procurement, customization, development, implementation, management, evaluation, and continuous improvement of clinical information systems.","Source: The American Board of Preventive Medicine, 2013 [1/1/2014: new]  Additional Resources: The American Board of Preventive Medicine, www.theabpm.org",Clinical Informatics Physician,Individual
2083T0002X,Allopathic & Osteopathic Physicians,Preventive Medicine,Medical Toxicology,"Medical toxicologists are physicians who specialize in the prevention, evaluation, treatment and monitoring of injury and illness from exposures to drugs and chemicals, as well as biological and radiological agents. Medical toxicologists care for people in clinical, academic, governmental and public health settings, and provide poison control center leadership. Important areas of medical toxicology include acute drug poisoning, adverse drug events, drug abuse, addiction and withdrawal, chemicals and hazardous materials, terrorism preparedness, venomous bites and stings, and environmental and workplace exposures.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Preventive Medicine, 2007.  http://www.abprevmed.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Preventive Medicine.",Medical Toxicology (Preventive Medicine) Physician,Individual
2083B0002X,Allopathic & Osteopathic Physicians,Preventive Medicine,Obesity Medicine,"A physician who specializes in the treatment of obesity demonstrates competency in and a thorough understanding of the treatment of obesity and the genetic, biologic, environmental, social, and behavioral factors that contribute to obesity. The obesity medicine physician employs therapeutic interventions including diet, physical activity, behavioral change, and pharmacotherapy. The obesity medicine physician utilizes a comprehensive approach, and may include additional resources such as dietitians, exercise physiologists, mental health professionals and bariatric surgeons as indicated to achieve optimal results. Additionally, the obesity medicine physician maintains competency in providing pre- peri- and post-surgical care of bariatric surgery patients, promotes the prevention of obesity, and advocates for those who suffer from obesity.","Source:  American Board of Obesity Medicine, www.abom.org [7/1/2015: new]  Additional Resource: American Society of Bariatric Physicians, www.asbp.org.",Obesity Medicine (Preventive Medicine) Physician,Individual
2083X0100X,Allopathic & Osteopathic Physicians,Preventive Medicine,Occupational Medicine,"Occupational medicine focuses on the health of workers, including the ability to perform work; the physical, chemical, biological, and social environments of the workplace; and the health outcomes of environmental exposures. Practitioners in this field address the promotion of health in the work place, and the prevention and management of occupational and environmental injury, illness, and disability.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Preventive Medicine, 2007.  http://www.abprevmed.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Preventive Medicine.",Occupational Medicine Physician,Individual
2083P0500X,Allopathic & Osteopathic Physicians,Preventive Medicine,Preventive Medicine/Occupational Environmental Medicine,"A preventive medicine physician who specializes in preventive medicine/occupational-environmental medicine, which is focused on protecting the population from occupational and environmental conditions.","Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]   Additional Resources: A General Certificate is issued by the American Osteopathic Board of Preventive Medicine.",Preventive Medicine/Occupational Environmental Medicine Physician,Individual
2083P0901X,Allopathic & Osteopathic Physicians,Preventive Medicine,Public Health & General Preventive Medicine,"Public health and general preventive medicine focuses on promoting health, preventing disease, and managing the health of communities and defined populations. These practitioners combine population-based public health skills with knowledge of primary, secondary, and tertiary prevention-oriented clinical practice in a wide variety of settings.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Preventive Medicine, 2007.  http://www.abprevmed.org/.  American Osteopathic Board of Preventive Medicine, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Preventive Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Preventive Medicine.",Public Health & General Preventive Medicine Physician,Individual
2083S0010X,Allopathic & Osteopathic Physicians,Preventive Medicine,Sports Medicine,A preventive medicine physician who specializes in the diagnosis and treatment of sports related conditions and injuries.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]   Additional Resources: A Certification of Added Qualifications (CAQ) is issued by the American Osteopathic Board of Preventive Medicine.",Sports Medicine (Preventive Medicine) Physician,Individual
2083P0011X,Allopathic & Osteopathic Physicians,Preventive Medicine,Undersea and Hyperbaric Medicine,"A specialist who treats decompression illness and diving accident cases and uses hyperbaric oxygen therapy to treat such conditions as carbon monoxide poisoning, gas gangrene, non-healing wounds, tissue damage from radiation and burns and bone infections. This specialist also serves as consultant to other physicians in all aspects of hyperbaric chamber operations and assesses risks and applies appropriate standards to prevent disease and disability in divers and other persons working in altered atmospheric conditions.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Preventive Medicine, 2007.  http://www.abprevmed.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Preventive Medicine.",Undersea and Hyperbaric Medicine (Preventive Medicine) Physician,Individual
2084A0401X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Addiction Medicine,A doctor of osteopathy board eligible/certified in the field of Psychiatry by the American Osteopathic Board of Neurology and Psychiatry is able to obtain a Certificate of Added Qualifications in the field of Addiction Medicine,"Source: American Osteopathic Board of Neurology and Psychiatry, 2007 [1/1/2008: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: http://www.osteopathic.org/certification",Addiction Medicine (Psychiatry & Neurology) Physician,Individual
2084P0802X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Addiction Psychiatry,"Addiction Psychiatry is a subspecialty of psychiatry that focuses on evaluation and treatment of individuals with alcohol, drug, or other substance-related disorders, and of individuals with dual diagnosis of substance-related and other psychiatric disorders.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Addiction Psychiatry Physician,Individual
2084B0040X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Behavioral Neurology & Neuropsychiatry,Behavioral Neurology & Neuropsychiatry is a medical subspecialty involving the diagnosis and treatment of neurologically based behavioral issues.,"Source: National Uniform Claim Committee. [1/1/2012: new]  Additional Resources:  American Academy of Neurology, www.aan.com.",Behavioral Neurology & Neuropsychiatry Physician,Individual
2084P0301X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Brain Injury Medicine,"A Brain Injury Medicine physician specializes in disorders of brain function due to injury and disease.  These disorders encompass a range of medical, physical, neurologic, cognitive, sensory, and behavioral disorders that result in psychosocial, educational, and vocational consequences.","Source: American Board of Physical Medicine and Rehabilitation, 2015. www.abpmr.org [1/1/2016: new]",Brain Injury Medicine (Psychiatry & Neurology) Physician,Individual
2084P0804X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Child & Adolescent Psychiatry,"Child & Adolescent Psychiatry is a subspecialty of psychiatry with additional skills and training in the diagnosis and treatment of developmental, behavioral, emotional, and mental disorders of childhood and adolescence.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Child & Adolescent Psychiatry Physician,Individual
2084N0600X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Clinical Neurophysiology,"Clinical Neurophysiology is a subspecialty with psychiatric or neurologic expertise in the diagnosis and management of central, peripheral, and autonomic nervous system disorders using combined clinical evaluation and electrophysiologic testing such as electroencephalography (EEG), electromyography (EMG), and nerve conduction studies (NCS).","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Clinical Neurophysiology Physician,Individual
2084D0003X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Diagnostic Neuroimaging,"A licensed physician, who has completed a residency program in Neurology, and who has additional training, experience, and competence in the standards of performance and interpretation of Magnetic Resonance Imaging (MRI / MRA) of the head, spine, and peripheral nerves, and Computed Tomography (CT) of the head and spine. Physicians are trained in the administration of contrast media and the recognition and treatment of adverse reactions to contrast media. Neuroimaging training encompasses thorough knowledge of clinical neurology, neurophysiology, neuroanatomy, neurochemistry, neuropharmacology, and dynamics of cerebrospinal fluid circulation.  Physicians possess special expertise in the technical aspects and clinical applications of each of the modalities and techniques of neuroimaging.","Source:  American Academy of Neurology, www.aan.com [1/1/2007: new]",Diagnostic Neuroimaging (Psychiatry & Neurology) Physician,Individual
2084E0001X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Epilepsy,"Epilepsy is a subspecialty of neurology focused on the diagnosis and treatment of patients with epilepsy, including new-onset, medically refractory epilepsy, psychogenic nonepileptic seizures, and epilepsy in special populations (the elderly, women, patients with co-morbidities). Epilepsy is a multidisciplinary field that provides comprehensive care of the patient.<br/>","Source: American Epilepsy Society, www.aesnet.org [7/1/2021: new]",Epilepsy Physician,Individual
2084F0202X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Forensic Psychiatry,"Forensic Psychiatry is a subspecialty with psychiatric focus on interrelationships with civil, criminal and administrative law, evaluation and specialized treatment of individuals involved with the legal system, incarcerated in jails, prisons, and forensic psychiatry hospitals.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Forensic Psychiatry Physician,Individual
2084P0805X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Geriatric Psychiatry,"Geriatric Psychiatry is a subspecialty with psychiatric expertise in prevention, evaluation, diagnosis and treatment of mental and emotional disorders in the elderly, and improvement of psychiatric care for healthy and ill elderly patients.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Geriatric Psychiatry Physician,Individual
2084H0002X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Hospice and Palliative Medicine,"A psychiatrist or neurologist with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",Hospice and Palliative Medicine (Psychiatry & Neurology) Physician,Individual
2084A2900X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Neurocritical Care,"The medical subspecialty of Neurocritical Care is devoted to the comprehensive, multisystem care of the critically-ill neurological patient. Like other intensivists, the neurointensivist generally assumes the primary role for coordinating the care of his or her patients in the ICU, both the neurological and medical management of the patient.  They may also provide consultative services for these patients as requested within the health system.",Source: Adapted from the United Council for Neurologic Subspecialties website definition at: http://www.ucns.org/go/subspecialty/neurocritical [7/1/2016: new],Neurocritical Care Physician,Individual
2084P0005X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Neurodevelopmental Disabilities,"A neurologist who specializes in the treatment of individuals with developmental delays and learning disorders associated with cerebral palsy, spina bifida, autism, and other chronic neurologic conditions.","Source: National Uniform Claim Committee, www.nucc.org",Neurodevelopmental Disabilities Physician,Individual
2084N0400X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Neurology,"A Neurologist specializes in the diagnosis and treatment of diseases or impaired function of the brain, spinal cord, peripheral nerves, muscles, autonomic nervous system, and blood vessels that relate to these structures.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Neurology Physician,Individual
2084N0402X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Neurology with Special Qualifications in Child Neurology,"A Child Neurologist specializes in neurology with special skills in diagnosis and treatment of neurologic disorders of the neonatal period, infancy, early childhood, and adolescence.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Neurology with Special Qualifications in Child Neurology Physician,Individual
2084N0008X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Neuromuscular Medicine,"A neurologist or child neurologist who specializes in the diagnosis and management of disorders of nerve, muscle or neuromuscular junction, including amyotrophic lateral sclerosis, peripheral neuropathies (e.g., diabetic and immune mediated neuropathies), various muscular dystrophies, congenital and acquired myopathies, inflammatory myopathies (e.g., polymyositis, inclusion body myositis) and neuromuscular transmission disorders (e.g., myasthenia gravis, Lambert-Eaton myasthenic syndrome).","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: new]    Additional Resources: American Board of Psychiatry and Neurology, 2007.  http://www.abpn.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Psychiatry and Neurology",Neuromuscular Medicine (Psychiatry & Neurology) Physician,Individual
2084B0002X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Obesity Medicine,"A physician who specializes in the treatment of obesity demonstrates competency in and a thorough understanding of the treatment of obesity and the genetic, biologic, environmental, social, and behavioral factors that contribute to obesity. The obesity medicine physician employs therapeutic interventions including diet, physical activity, behavioral change, and pharmacotherapy. The obesity medicine physician utilizes a comprehensive approach, and may include additional resources such as dietitians, exercise physiologists, mental health professionals and bariatric surgeons as indicated to achieve optimal results. Additionally, the obesity medicine physician maintains competency in providing pre- peri- and post-surgical care of bariatric surgery patients, promotes the prevention of obesity, and advocates for those who suffer from obesity.","Source:  American Board of Obesity Medicine, www.abom.org [10/1/2007: new, 7/1/2015: title and definition modified]  Additional Resource: American Society of Bariatric Physicians, www.asbp.org.",Obesity Medicine (Psychiatry & Neurology) Physician,Individual
2084P2900X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Pain Medicine,"A neurologist, child neurologists or psychiatrist who provides a high level of care, either as a primary physician or consultant, for patients experiencing problems with acute, chronic or cancer pain in both hospital and ambulatory settings. Patient care needs may also be coordinated with other specialists.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source added]    Additional Resources: American Board of Psychiatry and Neurology, 2007.  http://www.abpn.org/.      Board certification for Medical Doctors (MDs) is provided by the American Board of Psychiatry and Neurology.    A subspecialty certificate was approved by ABMS in 1998.    ACGME Accredited Residency Program Requirements:  None.",Pain Medicine (Psychiatry & Neurology) Physician,Individual
2084P0800X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Psychiatry,"A Psychiatrist specializes in the prevention, diagnosis, and treatment of mental disorders, emotional disorders, psychotic disorders, mood disorders, anxiety disorders, substance-related disorders, sexual and gender identity disorders and adjustment disorders. Biologic, psychological, and social components of illnesses are explored and understood in treatment of the whole person. Tools used may include diagnostic laboratory tests, prescribed medications, evaluation and treatment of psychological and interpersonal problems with individuals and families, and intervention for coping with stress, crises, and other problems.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Psychiatry Physician,Individual
2084P0015X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Psychosomatic Medicine,"Psychosomatic Medicine is subspecialty in the diagnosis and treatment of psychiatric disorders and symptoms in complex medically ill patients. This subspecialty includes treatment of patients with acute or chronic medical, neurological, obstetrical or surgical illness in which psychiatric illness is affecting their medical care and/or quality of life such as HIV infection, organ transplantation, heart disease, renal failure, cancer, stroke, traumatic brain injury, high-risk pregnancy and COPD, among others. Patients also may be those who have a psychiatric disorder that is the direct consequence of a primary medical condition, or a somatoform disorder or psychological factors affecting a general medical condition. Psychiatrists specializing in Psychosomatic Medicine provide consultation-liaison services in general medical hospitals, attend on medical psychiatry inpatient units, and provide collaborative care in primary care and other outpatient settings.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new]",Psychosomatic Medicine Physician,Individual
2084S0012X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Sleep Medicine,"A Psychiatrist or Neurologist who practices Sleep Medicine is certified in the subspecialty of sleep medicine and specializes in the clinical assessment, physiologic testing, diagnosis, management and prevention of sleep and circadian rhythm disorders. Sleep specialists treat patients of any age and use multidisciplinary approaches. Disorders managed by sleep specialists include, but are not limited to, sleep related breathing disorders, insomnia, hypersomnias, circadian rhythm sleep disorders, parasomnias and sleep related movement disorders.","Source: American Academy of Sleep Medicine, www.aasm.org [7/1/2006: new]",Sleep Medicine (Psychiatry & Neurology) Physician,Individual
2084S0010X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Sports Medicine,A psychiatrist or neurologist who specializes in the diagnosis and treatment of sports related conditions and injuries.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]   Additional Resources: A Certification of Added Qualifications (CAQ) was, but is no longer issued by the American Osteopathic Board of Neurology and Psychiatry.",Sports Medicine (Psychiatry & Neurology) Physician,Individual
2084V0102X,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,Vascular Neurology,"Vascular Neurology is a subspecialty in the evaluation, prevention, treatment and recovery from vascular diseases of the nervous system. This subspecialty includes the diagnosis and treatment of vascular events of arterial or venous origin from a large number of causes that affect the brain or spinal cord such as ischemic stroke, intracranial hemorrhage, spinal cord ischemia and spinal cord hemorrhage.","Source:  The American Board of Psychiatry and Neurology, Inc. www.abpn.com [1/1/2007: new definition]",Vascular Neurology Physician,Individual
2085B0100X,Allopathic & Osteopathic Physicians,Radiology,Body Imaging,A Radiology doctor of Osteopathy that specializes in Body Imaging.,"Source: National Uniform Claim Committee, 2008   [7/1/2008: definition added, source added]    Additional Resources: The American Osteopathic Board of Radiology no longer offers a certificate in this specialty.",Body Imaging Physician,Individual
2085D0003X,Allopathic & Osteopathic Physicians,Radiology,Diagnostic Neuroimaging,"A licensed physician, who has completed a residency program in Neurology, and who has additional training, experience, and competence in the standards of performance and interpretation of Magnetic Resonance Imaging (MRI / MRA) of the head, spine, and peripheral nerves, and Computed Tomography (CT) of the head and spine. Physicians are trained in the administration of contrast media and the recognition and treatment of adverse reactions to contrast media. Neuroimaging training encompasses thorough knowledge of clinical neurology, neurophysiology, neuroanatomy, neurochemistry, neuropharmacology, and dynamics of cerebrospinal fluid circulation.  Physicians possess special expertise in the technical aspects and clinical applications of each of the modalities and techniques of neuroimaging.","Source:  American Academy of Neurology, www.aan.com [1/1/2007: new]",Diagnostic Neuroimaging (Radiology) Physician,Individual
2085R0202X,Allopathic & Osteopathic Physicians,Radiology,Diagnostic Radiology,"A radiologist who utilizes x-ray, radionuclides, ultrasound and electromagnetic radiation to diagnose and treat disease.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Radiology, 2007.  http://www.theabr.org/.   American Osteopathic Board of Radiology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Radiology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Radiology.",Diagnostic Radiology Physician,Individual
2085U0001X,Allopathic & Osteopathic Physicians,Radiology,Diagnostic Ultrasound,A Radiology doctor of Osteopathy that specializes in Diagnostic Ultrasound.,"Source: National Uniform Claim Committee, 2008   [7/1/2008: definition added, source added]    Additional Resources: The American Osteopathic Board of Radiology no longer offers a certificate in this specialty.  [Note: In medical practice, Diagnostic Ultrasound is part of the scope of training and practice of a Diagnostic Radiologists - see Taxonomy Code 2085R0202X.]",Diagnostic Ultrasound Physician,Individual
2085H0002X,Allopathic & Osteopathic Physicians,Radiology,Hospice and Palliative Medicine,"A radiologist with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",Hospice and Palliative Medicine (Radiology) Physician,Individual
2085N0700X,Allopathic & Osteopathic Physicians,Radiology,Neuroradiology,"A radiologist who diagnoses and treats diseases utilizing imaging procedures as they relate to the brain, spine and spinal cord, head, neck and organs of special sense in adults and children.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Radiology, 2007.  http://www.theabr.org/.   American Osteopathic Board of Radiology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Radiology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Radiology.",Neuroradiology Physician,Individual
2085N0904X,Allopathic & Osteopathic Physicians,Radiology,Nuclear Radiology,A radiologist who is involved in the analysis and imaging of radionuclides and radiolabeled substances in vitro and in vivo for diagnosis and the administration of radionuclides and radiolabeled substances for the treatment of disease.,"Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Radiology, 2007.  http://www.theabr.org/.   American Osteopathic Board of Radiology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Radiology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Radiology.",Nuclear Radiology Physician,Individual
2085P0229X,Allopathic & Osteopathic Physicians,Radiology,Pediatric Radiology,"A radiologist who is proficient in all forms of diagnostic imaging as it pertains to the treatment of diseases in the newborn, infant, child and adolescent. This specialist has knowledge of both imaging and interventional procedures related to the care and management of diseases of children. A pediatric radiologist must be highly knowledgeable of all organ systems as they relate to growth and development, congenital malformations, diseases peculiar to infants and children and diseases that begin in childhood but cause substantial residual impairment in adulthood.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/><br/>Additional Resources: American Board of Radiology, 2007.  http://www.theabr.org/.   American Osteopathic Board of Radiology, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Radiology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Radiology.",Pediatric Radiology Physician,Individual
2085R0001X,Allopathic & Osteopathic Physicians,Radiology,Radiation Oncology,"A radiologist who deals with the therapeutic applications of radiant energy and its modifiers and the study and management of disease, especially malignant tumors.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Osteopathic Board of Radiology, 2007. http://www.osteopathic.org/certification",Radiation Oncology Physician,Individual
2085R0205X,Allopathic & Osteopathic Physicians,Radiology,Radiological Physics,"A radiological physicist deals with the diagnostic and therapeutic applications of roentgen rays, gamma rays from sealed sources, ultrasonic radiation and radio-frequency radiation, as well as the equipment associated with their production and use, including radiation safety.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Radiology, 2007.  http://www.theabr.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Radiology.",Radiological Physics Physician,Individual
2085R0203X,Allopathic & Osteopathic Physicians,Radiology,Therapeutic Radiology,Therapeutic Radiology certificate name was changed to Radiation Oncology. Use Radiation Oncology.,"Source: National Uniform Claim Committee, www.nucc.org.",Therapeutic Radiology Physician,Individual
2085R0204X,Allopathic & Osteopathic Physicians,Radiology,Vascular & Interventional Radiology,"A radiologist who diagnoses and treats diseases by various radiologic imaging modalities. These include fluoroscopy, digital radiography, computed tomography, sonography and magnetic resonance imaging.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Radiology, 2007.  http://www.theabr.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Radiology.",Vascular & Interventional Radiology Physician,Individual
208600000X,Allopathic & Osteopathic Physicians,Surgery,,"A general surgeon has expertise related to the diagnosis - preoperative, operative and postoperative management - and management of complications of surgical conditions in the following areas: alimentary tract; abdomen; breast, skin and soft tissue; endocrine system; head and neck surgery; pediatric surgery; surgical critical care; surgical oncology; trauma and burns; and vascular surgery. General surgeons increasingly provide care through the use of minimally invasive and endoscopic techniques. Many general surgeons also possess expertise in transplantation surgery, plastic surgery and cardiothoracic surgery.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Surgery, 2007.  http://www.absurgery.org/.   American Osteopathic Board of Surgery, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Surgery.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Surgery.",Surgery Physician,Individual
2086H0002X,Allopathic & Osteopathic Physicians,Surgery,Hospice and Palliative Medicine,"A surgeon with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",Hospice and Palliative Medicine (Surgery) Physician,Individual
2086S0120X,Allopathic & Osteopathic Physicians,Surgery,Pediatric Surgery,"A surgeon with expertise in the management of surgical conditions in premature and newborn infants, children and adolescents.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Surgery, 2007.  http://www.absurgery.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Surgery.",Pediatric Surgery Physician,Individual
2086P0122X,Allopathic & Osteopathic Physicians,Surgery,Physician Nutrition Specialist,"A physician who specializes in the diagnosis and treatment of primary nutritional diseases (e.g., undernutrition, overnutrition, and genetic or acquired errors of metabolism) and adjunctive nutritional therapeutics (e.g., nutritional therapy or support of diseases states with a metabolic component). Physician Nutrition Specialists also provide services for nutritional disease prevention, including diabetes, cancer, Alzheimer’s, hospital malnutrition screening, and perioperative nutrition.","Source: National Board of Physician Nutrition Specialists, www.nbpns.org.",Physician Nutrition Specialist (Surgery),Individual
2086S0122X,Allopathic & Osteopathic Physicians,Surgery,Plastic and Reconstructive Surgery,A surgeon who specializes in plastic and reconstructive surgery.,"Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]    Additional Resources: A General Certificate is issued by the American Osteopathic Board of Surgery.",Plastic and Reconstructive Surgery Physician,Individual
2086S0105X,Allopathic & Osteopathic Physicians,Surgery,Surgery of the Hand,"A surgeon with expertise in the investigation, preservation and restoration by medical, surgical and rehabilitative means, of all structures of the upper extremity directly affecting the form and function of the hand and wrist.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]    Additional Resources: American Board of Surgery, 2007.  http://www.absurgery.org/.    Board certification for Medical Doctors (MDs) is provided by the American Board of Surgery.",Surgery of the Hand (Surgery) Physician,Individual
2086S0102X,Allopathic & Osteopathic Physicians,Surgery,Surgical Critical Care,"A surgeon with expertise in the management of the critically ill and postoperative patient, particularly the trauma victim, who specializes in critical care medicine diagnoses, treats and supports patients with multiple organ dysfunction. This specialist may have administrative responsibilities for intensive care units and may also facilitate and coordinate patient care among the primary physician, the critical care staff and other specialists.","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]<br/>Additional Resources: American Board of Surgery, 2007.  http://www.absurgery.org/.   American Osteopathic Board of Surgery, 2007.  http://www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Surgery.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Surgery.",Surgical Critical Care Physician,Individual
